aerometer,Nomina
aeromovel,Nomina
aeronautika,Nomina
aeroplankton,Nomina
aeroskop,Nomina
aerosol,Nomina
aerostatika,Nomina
aestetika,Nomina
afair,Nomina
afal,Nomina
afasia,Nomina
afdal,Adjektiva
afdeling,Nomina
afdruk,Nomina
afek,Nomina
afeksi,Nomina
afektif,Adjektiva
aferesis,Nomina
afiat,Adjektiva
afidavit,Nomina
afiks,Nomina
afiksasi,Nomina
afiliasi,Nomina
afinitas,Nomina
afirmasi,Nomina
afirmatif,Adjektiva
afonia,Nomina
aforisme,Nomina
afotik,Adjektiva
afrasia,Nomina
afrikat,Nomina
afrodisiak,Nomina
afsun,Nomina
agak,Nomina
agal,Nomina
agalaksia,Adjektiva
agam,Adjektiva
agama,Nomina
agamais,Adjektiva
agamawi,Adjektiva
agamen,Nomina
agamet,Nomina
agami,Nomina
agamogenesis,Nomina
agar,Konjungsi
agas,Nomina
agen,Nomina
agenda,Nomina
agentif,Adjektiva
agih,Verba
agil,Nomina
agio,Nomina
agiria,Nomina
agitasi,Nomina
agitatif,Adjektiva
agitator,Nomina
aglikon,Nomina
aglomerasi,Nomina
aglomerat,Nomina
aglutinasi,Nomina
aglutinat,Nomina
aglutinatif,Adjektiva
aglutinin,Nomina
agnosia,Nomina
agnostik,Nomina
agnostisisme,Nomina
agogo,Nomina
agon,Nomina
agonia,Nomina
agonis,Nomina
agonistik,Nomina
agorafobia,Nomina
agradasi,Nomina
agrafia,Nomina
agraria,Nomina
agraris,Adjektiva
agregasi,Nomina
agregat,Nomina
agregatif,Adjektiva
agresi,Nomina
agresif,Adjektiva
agresivitas,Nomina
agresor,Nomina
agripnia,Nomina
agrobisnis,Nomina
agroekonomi,Nomina
agroekosistem,Nomina
agroindustri,Nomina
agrokimia,Nomina
agronom,Nomina
agronomi,Nomina
agrostologi,Nomina
agrowisata,Nomina
aguk,Nomina
agul,Adjektiva
agun,Nomina
agung,Adjektiva
agus,Nomina
agustus,Nomina
agut,Verba
ahad,Nomina
ahimsa,Nomina
ahistoris,Adjektiva
ahkam,Nomina
ahli,Nomina
ahlusuluk,Nomina
ahmak,Adjektiva
aho,Interjeksi
ahwal,Nomina
aib,Adjektiva
ain,Nomina
air,Nomina
aja,Nomina
ajaib,Adjektiva
ajak,Verba
ajal,Nomina
ajang,Nomina
ajar,Nomina
ajar-ajar,Nomina
ajek,Adjektiva
ajektiva,Nomina
aji,Adjektiva
aji-aji,Nomina
ajir,Nomina
ajnabi,Nomina
ajojing,Nomina
aju,Verba
ajudan,Nomina
ajuk,Verba
ajun,Adjektiva
ajung,Nomina
akad,Nomina
akademi,Nomina
akademik,Adjektiva
akademikus,Nomina
akademis,Adjektiva
akademisi,Nomina
akal,Nomina
akan,Adverbia
akang,Nomina
akapela,Nomina
akar,Nomina
akas,Adjektiva
akasia,Nomina
akbar,Adjektiva
akene,Nomina
akeo,Nomina
akh,Interjeksi
akhir,Nomina
akhirat,Nomina
akhirulkalam,Nomina
akhlak,Nomina
aki,Nomina
akibat,Nomina
akidah,Nomina
akikah,Nomina
akil,Adjektiva
aklamasi,Nomina
aklasia,Nomina
akli,Adjektiva
aklimasi,Nomina
aklimatisasi,Nomina
akmal,Adjektiva
akolade,Nomina
akomodasi,Nomina
akomodatif,Adjektiva
akor,Adjektiva
akordeon,Nomina
akrab,Adjektiva
akreditasi,Nomina
akriflavina,Nomina
akrilat,Nomina
akrilik,Adjektiva
akrobat,Nomina
akrobatik,Nomina
akrofobia,Nomina
akromegali,Nomina
akrometer,Nomina
akromion,Nomina
akronim,Nomina
aksa,Adjektiva
aksara,Nomina
aksarawan,Nomina
aksarawati,Nomina
akseleran,Nomina
akselerasi,Nomina
akselerator,Nomina
akselerometer,Nomina
aksen,Nomina
aksentologi,Nomina
aksentuasi,Nomina
aksep,Nomina
akseptabel,Adjektiva
akseptabilitas,Nomina
akseptasi,Nomina
akseptor,Nomina
akses,Nomina
aksesibilitas,Nomina
aksesori,Nomina
aksi,Nomina
aksidental,Nomina
aksila,Nomina
aksiologi,Nomina
aksioma,Nomina
aksiomatis,Adjektiva
aksis,Nomina
akson,Nomina
aksostil,Nomina
akta,Nomina
aktif,Adjektiva
aktinida,Nomina
aktinik,Adjektiva
aktinium,Nomina
aktinolit,Nomina
aktinometer,Nomina
aktiva,Nomina
aktivis,Nomina
aktivisme,Nomina
aktivitas,Nomina
aktor,Nomina
aktris,Nomina
aktual,Adjektiva
aktualisasi,Nomina
aktuaria,Nomina
aktuaris,Nomina
aku,Pronomina
akua,Nomina
akuades,Nomina
akuaduk,Nomina
akuakultur,Nomina
akualung,Nomina
akuamarin,Nomina
akuarel,Nomina
akuarium,Nomina
akuarius,Nomina
akuatik,Adjektiva
akuifer,Nomina
akuisisi,Nomina
akuk,Nomina
akulturasi,Nomina
akumulasi,Nomina
akumulatif,Adjektiva
akumulator,Nomina
akun,Nomina
akuntabel,Adjektiva
akuntabilitas,Nomina
akuntan,Nomina
akuntansi,Nomina
akupunktur,Nomina
akur,Adjektiva
akurasi,Nomina
akurat,Adjektiva
akusatif,Nomina
akustik,Adjektiva
akustika,Nomina
akut,Adjektiva
akwal,Nomina
ala,Lain-lain
alaf,Numeralia
alah,Adjektiva
alam,Nomina
alamak,Interjeksi
alamas,Nomina
alamat,Nomina
alamatulhayat,Nomina
alami,Adjektiva
alamiah,Adjektiva
alang,Nomina
alang-alang,Nomina
alangkah,Adverbia
alantois,Nomina
alap,Adjektiva
alap-alap,Nomina
alarm,Nomina
alas,Nomina
alat,Nomina
alau,Nomina
alawar,Nomina
albas,Nomina
albatros,Nomina
albedo,Nomina
albedometer,Nomina
albinisme,Nomina
albino,Nomina
albit,Nomina
albuginea,Nomina
album,Nomina
albumen,Nomina
albumin,Nomina
albuminometer,Nomina
albuminuria,Adjektiva
aldehida,Nomina
alegori,Nomina
alegoris,Adjektiva
aleksia,Nomina
alel,Nomina
alem,Adjektiva
alergen,Nomina
alergi,Nomina
alfa,Nomina
alfabet,Nomina
alfabetis,Adjektiva
alfanumerik,Nomina
alga,Adjektiva
algojo,Nomina
algologi,Nomina
algoritme,Nomina
alhamdulillah,Interjeksi
alhasil,Konjungsi
ali,Verba
ali-ali,Nomina
aliansi,Nomina
alias,Lain-lain
aliase,Nomina
alibi,Nomina
alienasi,Nomina
alifatik,Adjektiva
alih,Verba
alih aksara,Nomina
alih fungsi,Verba
alihragam,Nomina
alik,Verba
alikuot,Nomina
alim,Adjektiva
alimentasi,Nomina
alimenter,Nomina
alinea,Nomina
aling,Verba
alir,Verba
alis,Nomina
alisiklik,Adjektiva
alit,Nomina
aliterasi,Nomina
alizarin,Nomina
aljabar,Nomina
alkali,Nomina
alkalinitas,Nomina
alkalis,Adjektiva
alkaloid,Nomina
alkalometri,Nomina
alkana,Nomina
alkausar,Nomina
alkena,Nomina
alkil,Nomina
alkimia,Nomina
alkisah,Nomina
alkitab,Nomina
alkohol,Nomina
alkoholisme,Nomina
alku,Nomina
alkuna,Nomina
almamater,Nomina
almanak,Nomina
almandin,Nomina
almandit,Nomina
almarhum,Nomina
almarhumah,Nomina
alobar,Nomina
alofon,Nomina
alograf,Nomina
aloi,Nomina
alokasi,Nomina
alomerisme,Nomina
alomorf,Nomina
alonim,Nomina
alopesia,Nomina
alot,Adjektiva
alotropi,Nomina
alpa,Adjektiva
alpaka,Nomina
alperes,Nomina
alquran,Nomina
altar,Nomina
alter ego,Nomina
alternasi,Nomina
alternatif,Nomina
alternator,Nomina
altimeter,Nomina
alto,Nomina
altokumulus,Nomina
altostratus,Nomina
altruis,Nomina
altruisme,Nomina
altruistis,Adjektiva
alu,Nomina
alu-alu,Nomina
alum,Adjektiva
alumina,Nomina
aluminium,Nomina
alumni,Nomina
alumnus,Nomina
alun,Nomina
alun-alun,Nomina
alung,Nomina
alup,Verba
alur,Nomina
alusi,Nomina
aluvial,Adjektiva
aluvium,Nomina
alveolar,Adjektiva
alveolum,Nomina
alveolus,Nomina
alwah,Nomina
ama,Nomina
amah,Nomina
amal,Nomina
amalgam,Nomina
amalgamasi,Nomina
amalgamator,Nomina
aman,Adjektiva
amanah,Nomina
amanat,Nomina
amandel,Nomina
amandemen,Nomina
amang,Verba
amanitin,Nomina
amar,Nomina
amat,Adverbia
amatir,Nomina
amatirisme,Nomina
ambah,Nomina
ambak,Verba
ambal,Nomina
ambalela,Verba
ambang,Nomina
ambar,Nomina
ambasador,Nomina
ambek,Verba
ambek paramaarta,Adjektiva
ambergris,Nomina
ambet,Nomina
ambigu,Adjektiva
ambiguitas,Nomina
ambil,Verba
ambil alih,Verba
ambilingual,Nomina
ambin,Nomina
ambing,Nomina
ambisi,Nomina
ambisius,Adjektiva
ambivalen,Adjektiva
ambivalensi,Nomina
amblas,Verba
ambles,Verba
amboi,Interjeksi
ambring,Adjektiva
ambrol,Verba
ambruk,Verba
ambulans,Nomina
ambulatori,Adjektiva
ambur,Verba
amburadul,Adjektiva
ameba,Nomina
amebiasis,Nomina
ameboid,Adjektiva
amebosit,Nomina
ameliorasi,Nomina
amelioratif,Adjektiva
amendemen,Nomina
amenorea,Adjektiva
amensalisme,Nomina
amerisium,Nomina
amerospora,Nomina
amerta,Adjektiva
ametabola,Nomina
ametis,Nomina
amfetamin,Nomina
amfiartrosis,Nomina
amfibi,Nomina
amfibol,Nomina
amfibolisme,Nomina
amfiteater,Nomina
amfoterik,Adjektiva
ami,Adjektiva
amigdalin,Nomina
amikal,Adjektiva
amil,Nomina
amilase,Nomina
amilopektin,Nomina
amin,Lain-lain
amina,Nomina
aminisasi,Nomina
amino,Nomina
amir,Nomina
amirulbahar,Nomina
amirulmukminin,Nomina
amis,Adjektiva
amit,Nomina
amko,Nomina
ammeter,Nomina
amnesia,Nomina
amnesti,Nomina
amnion,Nomina
amniotik,Adjektiva
amoi,Nomina
amonia,Nomina
amonifikasi,Nomina
amonium,Nomina
amor,Nomina
amoral,Adjektiva
amorf,Adjektiva
amortisasi,Nomina
ampai,Adjektiva
ampang,Adjektiva
ampas,Nomina
ampat,Numeralia
ampe,Adverbia
ampean,Nomina
ampek,Nomina
ampel,Nomina
ampela,Nomina
ampelas,Nomina
ampere,Nomina
amperemeter,Nomina
amperometri,Nomina
ampisilin,Nomina
amplas,Nomina
amplifikasi,Nomina
amplitudo,Nomina
amplop,Nomina
ampo,Nomina
amprok,Verba
amprung,Adjektiva
ampu,Verba
ampuh,Adjektiva
ampuk,Nomina
ampul,Verba
ampula,Nomina
ampun,Nomina
amput,Verba
amputasi,Nomina
amril,Nomina
amsal,Nomina
amtenar,Nomina
amuba,Nomina
amuk,Nomina
amulet,Nomina
amung,Numeralia
amunisi,Nomina
ana,Nomina
anabasis,Nomina
anabiosis,Nomina
anabolisme,Nomina
anadrom,Nomina
anaerob,Nomina
anaerobik,Adjektiva
anafilaksis,Nomina
anafora,Nomina
anaforis,Adjektiva
anaglif,Nomina
anai-anai,Nomina
anak,Nomina
anak emas,Nomina
anak sungai,Nomina
anak tiri,Nomina
anakoluton,Nomina
anakronisme,Nomina
anal,Adjektiva
analekta,Nomina
analeptik,Nomina
analgesik,Nomina
analis,Nomina
analisis,Nomina
analitis,Adjektiva
analog,Adjektiva
analogi,Nomina
analsit,Nomina
anamel,Nomina
anamnesis,Nomina
anamorfosis,Nomina
ananda,Nomina
anang,Nomina
anapes,Nomina
anarki,Nomina
anarkis,Nomina
anarkisme,Nomina
anarkistis,Adjektiva
anasir,Nomina
anastomosis,Nomina
anatase,Nomina
anatomi,Nomina
anatomis,Adjektiva
anca,Nomina
ancam,Verba
ancang,Nomina
ancol,Nomina
anda,Pronomina
andai,Nomina
andal,Adjektiva
andalusit,Nomina
andam,Nomina
andan,Nomina
andang,Nomina
andapita,Nomina
andesit,Nomina
andewi,Nomina
andika,Nomina
andiko,Nomina
andil,Nomina
andilau,Nomina
andong,Nomina
andragogi,Nomina
andrawina,Nomina
androgen,Nomina
androgini,Nomina
andrologi,Nomina
anduh,Verba
aneh,Adjektiva
aneka,Numeralia
aneka ragam,Adjektiva
anekdot,Nomina
aneksasi,Nomina
anemia,Nomina
anemofili,Nomina
anemograf,Nomina
anemogram,Nomina
anemometer,Nomina
aneroid,Adjektiva
anestesi,Nomina
anestesia,Nomina
aneuploid,Nomina
aneurisme,Nomina
angan,Nomina
angel,Adjektiva
angga,Verba
anggap,Verba
anggar,Adverbia
anggara,Adjektiva
anggit,Verba
anggota,Nomina
anggrek,Nomina
anggrekwan,Nomina
angguk,Nomina
anggul,Verba
anggun,Adjektiva
anggur,Verba
anggut,Verba
angin,Nomina
angina,Nomina
angiogenesis,Nomina
angiologi,Nomina
angiosperma,Nomina
angit,Adjektiva
angka,Nomina
angkak,Nomina
angkara,Nomina
angkasa,Nomina
angkat,Verba
angkel,Nomina
angker,Adjektiva
angket,Nomina
angklung,Nomina
angkuh,Adjektiva
angkuk,Nomina
angkup,Nomina
angkur,Nomina
angkusa,Nomina
angkut,Verba
angkut-angkut,Nomina
angler,Adjektiva
anglo,Nomina
angot,Adjektiva
angpau,Nomina
angsa,Nomina
angsana,Nomina
angsoka,Nomina
angsur,Verba
anhidrosis,Nomina
ani,Nomina
ani-ani,Nomina
aniaya,Nomina
anil,Nomina
anilina,Nomina
animasi,Nomina
animis,Nomina
animisme,Nomina
animo,Nomina
anion,Nomina
aniridia,Adjektiva
anis,Nomina
anisogamet,Nomina
anisogami,Nomina
anisokoria,Nomina
anja,Adjektiva
anjak,Verba
anjal,Verba
anjang,Verba
anjangsana,Nomina
anjing,Nomina
anjlok,Verba
anjung,Nomina
ankilosis,Nomina
anoa,Nomina
anode,Nomina
anofeles,Nomina
anoksemia,Nomina
anoksik,Nomina
anom,Adjektiva
anomali,Nomina
anomi,Nomina
anonim,Adjektiva
anonimitas,Nomina
anoreksia,Nomina
anorganik,Adjektiva
anosmia,Nomina
anotasi,Nomina
ansa,Nomina
ansambel,Nomina
ansar,Nomina
anta,Adjektiva
antagonis,Nomina
antagonisme,Nomina
antagonistis,Adjektiva
antah,Nomina
antamir,Verba
antan,Nomina
antap,Adjektiva
antar,Verba
antara,Nomina
antarbangsa,Adjektiva
antarbenua,Adjektiva
antardaerah,Nomina
antari,Nomina
antariksa,Nomina
antariksawan,Nomina
antariksawati,Nomina
antarkelompok,Adjektiva
antarlingkungan,Adjektiva
antarmaster,Adjektiva
antarmolekul,Nomina
antarmuka,Nomina
antarnegara,Adjektiva
antarplanet,Adjektiva
antarpribadi,Adjektiva
antarpulau,Adjektiva
antarras,Adjektiva
antarruang,Adjektiva
antarsel,Nomina
antarsuku,Nomina
antartika,Nomina
antarwilayah,Adjektiva
antasid,Nomina
antasida,Nomina
antawacana,Nomina
antediluvium,Nomina
antefiks,Nomina
antek,Nomina
anteken,Nomina
antelas,Nomina
anteliks,Nomina
antelmintik,Nomina
antelop,Nomina
antem,Verba
antemeridiem,Adjektiva
antena,Nomina
antenatal,Nomina
anteng,Adjektiva
antenul,Nomina
antep,Adjektiva
antera,Nomina
anteridium,Nomina
anterior,Adjektiva
antero,Numeralia
anteseden,Nomina
anti,Lain-lain
antianemia,Nomina
antiartritik,Nomina
antibarion,Nomina
antibeku,Nomina
antibiosis,Nomina
antibiotik,Nomina
antibodi,Nomina
antidepresan,Nomina
antidioksida,Nomina
antidiuretik,Nomina
antidot,Nomina
antienzim,Nomina
antiflogistik,Nomina
antigen,Nomina
antigravitasi,Nomina
antih,Verba
antihistamin,Nomina
antijasad,Nomina
antik,Adjektiva
antikarat,Adjektiva
antikatalis,Nomina
antiklimaks,Nomina
antiklin,Nomina
antiklinal,Adjektiva
antiklor,Nomina
antikonsepsi,Nomina
antikristus,Nomina
antikuari,Nomina
antikuariat,Nomina
antimateri,Nomina
antimonium,Nomina
antimuntah,Nomina
anting,Nomina
antinomi,Nomina
antinovel,Nomina
antipartikel,Nomina
antipati,Nomina
antipenawar,Nomina
antipiretik,Nomina
antipode,Nomina
antiproton,Nomina
antipruritik,Nomina
antisemitisme,Nomina
antisepsis,Nomina
antiseptik,Adjektiva
antisiklogenesis,Nomina
antisiklon,Nomina
antisiklonal,Adjektiva
antisiklonis,Adjektiva
antisimpul,Nomina
antisipasi,Nomina
antisipatif,Adjektiva
antitank,Adjektiva
antitesis,Nomina
antitoksin,Nomina
antitragus,Nomina
antiwirawan,Nomina
antizarah,Nomina
antoi,Nomina
antologi,Nomina
antonim,Nomina
antonimi,Nomina
antop,Nomina
antosian,Nomina
antraknosa,Nomina
antraks,Nomina
antrasena,Nomina
antrasian,Nomina
antrasit,Nomina
antre,Verba
antri,Verba
antromorfis,Nomina
antropobiologi,Nomina
antropoda,Nomina
antropofagi,Nomina
antropogeografi,Nomina
antropoid,Adjektiva
antropolog,Nomina
antropologi,Nomina
antropometer,Nomina
antropomorfisme,Nomina
antroponimi,Nomina
antroposentris,Adjektiva
antroposentrisme,Nomina
antroposofi,Nomina
antuk,Verba
antul,Verba
antun,Adjektiva
anturium,Nomina
antusias,Adjektiva
antusiasme,Nomina
anu,Nomina
anual,Nomina
anugerah,Nomina
anuitas,Nomina
anulir,Verba
anulus,Nomina
anumerta,Adjektiva
anunasika,Nomina
anuresis,Nomina
anuria,Nomina
anus,Nomina
anuswara,Nomina
anut,Verba
anyam,Verba
anyang,Nomina
anyar,Adjektiva
anyelir,Nomina
anyir,Adjektiva
aorta,Nomina
apa,Pronomina
apabila,Lain-lain
apak,Adjektiva
apakah,Pronomina
apakala,Pronomina
apalagi,Konjungsi
apam,Nomina
apanase,Nomina
apar,Nomina
aparat,Nomina
aparatur,Nomina
aparatus,Nomina
apartemen,Nomina
apartemenisasi,Nomina
apartheid,Nomina
apartotel,Nomina
apas,Adjektiva
apatah,Pronomina
apati,Nomina
apatis,Adjektiva
apatride,Adjektiva
ape,Nomina
apek,Adjektiva
apel,Nomina
apelativa,Nomina
apendektomi,Nomina
apendiks,Nomina
apendisitis,Nomina
apepsi,Nomina
apersepsi,Nomina
apes,Adjektiva
aphelion,Nomina
apheliotropisme,Nomina
api,Nomina
apik,Adjektiva
apikal,Adjektiva
apikultur,Nomina
apilan,Nomina
apion,Nomina
apit,Nomina
apium,Nomina
apkir,Verba
aplasi,Nomina
aplaus,Nomina
aplikasi,Nomina
aplikatif,Adjektiva
aplus,Verba
apnea,Nomina
apodal,Adjektiva
apoenzim,Nomina
apogami,Nomina
apoge,Nomina
apograf,Nomina
apok,Nomina
apokalips,Nomina
apokaliptik,Adjektiva
apokope,Nomina
apokrifa,Nomina
apokrin,Adjektiva
apokromatik,Adjektiva
apolitis,Adjektiva
apologetika,Nomina
apologetis,Adjektiva
apologi,Nomina
apologia,Nomina
apomiksis,Nomina
apomorfin,Nomina
apopleksi,Nomina
aposematik,Adjektiva
aposiopesis,Nomina
aposisi,Nomina
aposisional,Adjektiva
apositif,Adjektiva
apostasi,Nomina
apostel,Nomina
aposteriori,Adverbia
apostolik,Adjektiva
apostrof,Nomina
apotek,Nomina
apoteker,Nomina
apotik,Nomina
apraksi,Nomina
apraksia,Nomina
apresiasi,Nomina
apresiatif,Adjektiva
apresorium,Nomina
april,Nomina
apriori,Adjektiva
aprit,Verba
apron,Nomina
apsara,Nomina
aptasi,Nomina
apu,Nomina
apuh,Adjektiva
apung,Verba
apuran,Nomina
ara,Nomina
arab,Nomina
arababu,Nomina
arabes,Nomina
arabika,Nomina
aragonit,Nomina
arah,Nomina
arai,Nomina
arak,Nomina
araknitis,Nomina
araknoid,Nomina
aral,Nomina
aram,Nomina
aramba,Nomina
arang,Nomina
aransemen,Nomina
ararut,Nomina
arasy,Nomina
arau,Adjektiva
arbab,Nomina
arbei,Nomina
arbiter,Nomina
arbitrase,Nomina
arbitrer,Adjektiva
arboreal,Adjektiva
arboretum,Nomina
arborikultur,Nomina
arca,Nomina
arcas,Nomina
ardi,Nomina
are,Nomina
area,Nomina
areal,Adjektiva
arek,Nomina
aren,Nomina
arena,Nomina
areografi,Nomina
areola,Nomina
areometer,Nomina
arerut,Nomina
ares,Nomina
arestasi,Nomina
areta,Nomina
argari,Nomina
argentit,Nomina
argentum,Nomina
argirodit,Nomina
argol,Nomina
argometer,Nomina
argon,Nomina
argot,Nomina
argumen,Nomina
argumentasi,Nomina
argumentatif,Adjektiva
ari,Nomina
aries,Nomina
arif,Adjektiva
arifin,Nomina
arih,Verba
arik,Verba
aril,Nomina
arip,Adjektiva
aris,Nomina
arisan,Nomina
aristokrasi,Nomina
aristokrat,Nomina
aristokratis,Adjektiva
aristotipe,Nomina
arit,Nomina
aritenoid,Adjektiva
aritmetika,Nomina
arja,Nomina
arkade,Nomina
arkais,Adjektiva
arkaisme,Nomina
arkati,Nomina
arkegonium,Nomina
arkeolog,Nomina
arkeologi,Nomina
arkeologis,Adjektiva
arkeozoikum,Nomina
arketipe,Nomina
arkian,Lain-lain
arkifonem,Nomina
arkileksem,Nomina
arkitraf,Nomina
arktika,Nomina
arku,Nomina
arloji,Nomina
armada,Nomina
arnal,Nomina
arogan,Adjektiva
arogansi,Nomina
aroma,Nomina
aromatik,Adjektiva
arombai,Nomina
aron,Adjektiva
arpus,Nomina
arsenal,Nomina
arsenik,Nomina
arsenikum,Nomina
arsip,Nomina
arsipelago,Nomina
arsir,Verba
arsis,Nomina
arsitek,Nomina
arsitektur,Nomina
arta,Nomina
artefak,Nomina
arteri,Nomina
arteriografi,Nomina
arteriola,Nomina
arteriosklerosis,Nomina
artesis,Nomina
artetis,Adjektiva
arti,Nomina
articok,Nomina
artifisial,Adjektiva
artikel,Nomina
artikulasi,Nomina
artikulator,Nomina
artileri,Nomina
artiodaktil,Nomina
artis,Nomina
artisan,Nomina
artistik,Adjektiva
artisyok,Nomina
artona,Nomina
artotek,Nomina
artrobrankium,Nomina
artropoda,Nomina
aru,Nomina
aruan,Nomina
aruda,Nomina
aruk,Verba
arumba,Nomina
arun,Verba
arung,Verba
arus,Nomina
arwah,Nomina
arwana,Nomina
arya,Nomina
aryaduta,Nomina
arzak,Nomina
as,Nomina
asa,Nomina
asabat,Nomina
asabiah,Nomina
asad,Nomina
asah,Verba
asai,Nomina
asak,Adjektiva
asal,Nomina
asali,Adjektiva
asam,Nomina
asan,Nomina
asana,Nomina
asap,Nomina
asar,Nomina
asas,Nomina
asasi,Adjektiva
asbak,Nomina
asbes,Nomina
asbut,Nomina
ase,Nomina
aseksual,Adjektiva
asepsis,Nomina
aseptik,Adjektiva
aseran,Adjektiva
asese,Verba
aset,Nomina
asetabulum,Nomina
asetat,Nomina
asetilena,Nomina
asetimeter,Nomina
aseton,Nomina
asfal,Nomina
asfar,Nomina
asfiksia,Nomina
asi,Nomina
asibilan,Nomina
asibilasi,Nomina
asid,Nomina
asidimeter,Nomina
asidosis,Nomina
asih,Adjektiva
asiklik,Adjektiva
asil,Nomina
asilabis,Adjektiva
asimetris,Adjektiva
asimilasi,Nomina
asimilatif,Adjektiva
asimtot,Nomina
asimus,Nomina
asin,Adjektiva
asindeton,Nomina
asing,Adjektiva
asinyor,Nomina
asiri,Adjektiva
asisten,Nomina
asistensi,Nomina
askar,Nomina
askariasis,Nomina
askarid,Nomina
askese,Nomina
asket,Nomina
asketisisme,Nomina
askon,Nomina
askriptif,Adjektiva
asli,Nomina
asma,Nomina
asmara,Nomina
